Target,Source,Weight,Type
W. Kuperberg,G. Fejes Toth,1,Undirected
A. Heppes,L. Fejes Toth,1,Undirected
Sandor P. Fekete,Karin Weinbrecht,1,Undirected
Joseph S. B. Mitchell,Karin Weinbrecht,1,Undirected
Sandor P. Fekete,W. R. Pulleyblank,1,Undirected
Sandor P. Fekete,Gerhard J. Woeginger,1,Undirected
A. Feldstein,P. R. Turner,1,Undirected
P. Di Felice,Roberto Tamassia,1,Undirected
Michael T. Hallett,Michael R. Fellows,1,Undirected
H. Todd Wareham,Michael R. Fellows,1,Undirected
Michael T. Hallett,H. Todd Wareham,1,Undirected
J. X. Rampon,Stefan Felsner,1,Undirected
S. M. Morvan,J. X. Rampon,1,Undirected
J. X. Rampon,J. Gustedt,1,Undirected
S. M. Morvan,Stefan Felsner,1,Undirected
Stefan Felsner,J. Gustedt,1,Undirected
S. M. Morvan,J. Gustedt,1,Undirected
M. Habib,Rolf H. Mohring,2,Undirected
Rolf H. Mohring,Stefan Felsner,1,Undirected
M. Habib,Stefan Felsner,1,Undirected
Stefan Felsner,Klaus Kriegel,1,Undirected
Nicole Morawe,Stefan Felsner,1,Undirected
Stefan Felsner,R. Muller,1,Undirected
R. Muller,L. Wernisch,1,Undirected
Stefan Felsner,L. Wernisch,2,Undirected
Dorothea Wagner,Stefan Felsner,1,Undirected
Helmut Weil,Stefan Felsner,1,Undirected
W. Fenchel,J. Sutherland,1,Undirected
Theo Pavlidis,H. Y. F. Feng,1,Undirected
T. H. Hopp,S. C. Feng,1,Undirected
D. Fernandez-Baca,A. Medepalli,1,Undirected
D. Ferrari,L. Mezzalira,1,Undirected
P. V. Sankar,J. Sklansky,2,Undirected
L. Ferrari,J. Sklansky,2,Undirected
P. V. Sankar,L. Ferrari,2,Undirected
Joseph G. Peters,A. G. Ferreira,1,Undirected
Mark H. Overmars,Vincenzo Ferrucci,2,Undirected
Mark H. Overmars,Anil Rao,3,Undirected
Vincenzo Ferrucci,Anil Rao,2,Undirected
Vincenzo Ferrucci,Jules Vleugels,2,Undirected
Anil Rao,Jules Vleugels,2,Undirected
Esteban Feuerstein,A. Marchetti-Spaccamela,1,Undirected
Hank Meijer,Thomas Fevens,1,Undirected
David H. Rappaport,Thomas Fevens,1,Undirected
?? Feynmann,?? Sands,1,Undirected
F. Tom Leighton,?? Sands,1,Undirected
F. Tom Leighton,?? Feynmann,1,Undirected
Amos Fiat,A. Shamir,1,Undirected
J. Gromicho,M. Fidrich,1,Undirected
J. B. G. Frenk,M. Fidrich,1,Undirected
J. B. G. Frenk,J. Gromicho,1,Undirected
David A. Field,Thomas W. Nehl,1,Undirected
Warren D. Smith,David A. Field,1,Undirected
Greg N. Frederickson,M. C. Fields,1,Undirected
Mark H. Overmars,Geert-Jan Giezeman,1,Undirected
J. de Miranda Gomes,L. H. de Figueiredo,2,Undirected
R. Magedson,D. Filip,1,Undirected
R. Markot,D. Filip,1,Undirected
R. Magedson,R. Markot,1,Undirected
P. C. Filkins,N. M. Patrikalakis,1,Undirected
P. C. Filkins,S. T. Tuohy,1,Undirected
Gary L. Miller,I. S. Filotti,1,Undirected
John H. Reif,I. S. Filotti,1,Undirected
John H. Reif,Gary L. Miller,2,Undirected
N. J. Fine,H. S. Wilf,1,Undirected
Derick R. Wood,Eugene Fink,3,Undirected
Klaus H. Hinrichs,Ulrich Finke,2,Undirected
Jon Louis Bentley,R. A. Finkel,2,Undirected
U. Finkler,Kurt Mehlhorn,1,Undirected
Binay K. Bhattacharya,G. D. Finlayson,1,Undirected
Rajeev Motwani,S. Venkatasubramanian,3,Undirected
Rajeev Motwani,Christian R. Shelton,3,Undirected
Rajeev Motwani,P. W. Finn,3,Undirected
S. Venkatasubramanian,Lydia E. Kavraki,3,Undirected
S. Venkatasubramanian,Christian R. Shelton,3,Undirected
S. Venkatasubramanian,Dan Halperin,1,Undirected
S. Venkatasubramanian,Jean-Claude Latombe,3,Undirected
S. Venkatasubramanian,P. W. Finn,3,Undirected
Lydia E. Kavraki,Christian R. Shelton,3,Undirected
Lydia E. Kavraki,Dan Halperin,2,Undirected
Lydia E. Kavraki,P. W. Finn,3,Undirected
Dan Halperin,Christian R. Shelton,3,Undirected
Jean-Claude Latombe,Christian R. Shelton,3,Undirected
P. W. Finn,Christian R. Shelton,3,Undirected
Dan Halperin,Jean-Claude Latombe,6,Undirected
Dan Halperin,P. W. Finn,1,Undirected
Jean-Claude Latombe,P. W. Finn,3,Undirected
Christian R. Shelton,A. Yao,2,Undirected
Jean-Claude Latombe,A. Yao,2,Undirected
Lydia E. Kavraki,A. Yao,2,Undirected
P. W. Finn,A. Yao,2,Undirected
Rajeev Motwani,A. Yao,2,Undirected
S. Venkatasubramanian,A. Yao,2,Undirected
J.-C. Fiorot,P. Jeannin,2,Undirected
F. P. Fischer,E. A. Patrick,1,Undirected
G. Schumacher,H. C. Fischer,1,Undirected
R. Haggenmuller,H. C. Fischer,1,Undirected
G. Schumacher,R. Haggenmuller,1,Undirected
Matthias J. Fischer,Tamas Lukovszki,3,Undirected
Tamas Lukovszki,Martin Ziegler,3,Undirected
Matthias J. Fischer,Martin Ziegler,3,Undirected
Matthias J. Fischer,Mike S. Paterson,1,Undirected
K.-U. Hoffgen,P. Fischer,2,Undirected
T. Luczak,H. Lefmann,1,Undirected
K.-U. Hoffgen,H. Lefmann,1,Undirected
H. Lefmann,P. Fischer,1,Undirected
T. Luczak,K.-U. Hoffgen,1,Undirected
T. Luczak,P. Fischer,1,Undirected
K. Wolfrum,T. Fischer,1,Undirected
R. C. Bolles,M. A. Fischler,1,Undirected
J. A. Reeds,P. C. Fishburn,2,Undirected
A. D. Fisher,J. N. Lee,1,Undirected
Andrew Woo,Frederick Fisher,1,Undirected
J. C. Fisher,J. Shilleto,1,Undirected
D. Ruoff,J. Shilleto,1,Undirected
J. C. Fisher,D. Ruoff,1,Undirected
Eugene Fiume,Alain Fournier,4,Undirected
Alain Fournier,L. Rudolph,1,Undirected
Eugene Fiume,L. Rudolph,1,Undirected
Christos Levcopoulos,Per-Olof Fjallstrom,1,Undirected
Jyrki Katajainen,Per-Olof Fjallstrom,1,Undirected
C. Petersson,Per-Olof Fjallstrom,1,Undirected
Christos Levcopoulos,Jyrki Katajainen,2,Undirected
Christos Levcopoulos,C. Petersson,1,Undirected
Jyrki Katajainen,C. Petersson,1,Undirected
Jan Petersson,Per-Olof Fjallstrom,3,Undirected
Z.-H. Zhong,Jan Petersson,1,Undirected
L. Nilsson,Jan Petersson,1,Undirected
Z.-H. Zhong,L. Nilsson,1,Undirected
Z.-H. Zhong,Per-Olof Fjallstrom,1,Undirected
L. Nilsson,Per-Olof Fjallstrom,1,Undirected
J. M. Robson,Ph. Flajolet,1,Undirected
J. M. Robson,Claude Puech,1,Undirected
J. M. Robson,Gaston H. Gonnet,1,Undirected
Ph. Flajolet,Claude Puech,2,Undirected
Ph. Flajolet,Gaston H. Gonnet,1,Undirected
Gaston H. Gonnet,Claude Puech,1,Undirected
P. Zimmerman,B. Salvy,1,Undirected
Ph. Flajolet,B. Salvy,1,Undirected
P. Zimmerman,Ph. Flajolet,1,Undirected
Ph. Flajolet,J.-M. Steyaert,1,Undirected
A. Carbajal,J. Flaquer,1,Undirected
M. A. Mendez,J. Flaquer,1,Undirected
A. Carbajal,M. A. Mendez,1,Undirected
Robin Y. Flatland,Charles V. Stewart,3,Undirected
Dan Halperin,Eyal Flato,2,Undirected
Iddo Hanniel,Eyal Flato,1,Undirected
Iddo Hanniel,Oren Nechushtan,1,Undirected
Dan Halperin,Iddo Hanniel,1,Undirected
Oren Nechushtan,Eyal Flato,1,Undirected
Dan Halperin,Oren Nechushtan,1,Undirected
Chee-Keng Yap,Gunter Rote,6,Undirected
Rudolf Fleischer,Gunter Rote,2,Undirected
Gunter Rote,Kurt Mehlhorn,2,Undirected
Chee-Keng Yap,Rudolf Fleischer,2,Undirected
Chee-Keng Yap,Kurt Mehlhorn,5,Undirected
Chee-Keng Yap,Emo Welzl,6,Undirected
Rudolf Fleischer,Emo Welzl,2,Undirected
Rudolf Fleischer,Gerhard M. Trippen,1,Undirected
L. A. Fletcher,R. Kasturi,1,Undirected
M. Flickner,Q. Huang,1,Undirected
B. Dom,Q. Huang,1,Undirected
D. Petkovic,Q. Huang,1,Undirected
P. Yanker,Q. Huang,1,Undirected
D. T. Lee,Q. Huang,1,Undirected
M. Gorkani,Q. Huang,1,Undirected
W. Niblack,Q. Huang,1,Undirected
J. Ashley,Q. Huang,1,Undirected
J. Hafner,Q. Huang,1,Undirected
H. S. Sawhney,Q. Huang,1,Undirected
D. Steele,Q. Huang,1,Undirected
M. Flickner,B. Dom,1,Undirected
M. Flickner,D. Petkovic,1,Undirected
M. Flickner,P. Yanker,1,Undirected
M. Flickner,D. T. Lee,1,Undirected
M. Flickner,M. Gorkani,1,Undirected
M. Flickner,W. Niblack,1,Undirected
M. Flickner,J. Ashley,1,Undirected
M. Flickner,J. Hafner,1,Undirected
M. Flickner,H. S. Sawhney,1,Undirected
M. Flickner,D. Steele,1,Undirected
B. Dom,D. Petkovic,1,Undirected
B. Dom,P. Yanker,1,Undirected
B. Dom,D. T. Lee,1,Undirected
B. Dom,M. Gorkani,1,Undirected
B. Dom,W. Niblack,1,Undirected
B. Dom,J. Ashley,1,Undirected
B. Dom,J. Hafner,1,Undirected
B. Dom,H. S. Sawhney,1,Undirected
D. Steele,B. Dom,1,Undirected
D. Petkovic,P. Yanker,1,Undirected
D. Petkovic,D. T. Lee,1,Undirected
D. Petkovic,M. Gorkani,1,Undirected
D. Petkovic,W. Niblack,1,Undirected
D. Petkovic,J. Ashley,1,Undirected
D. Petkovic,J. Hafner,1,Undirected
D. Petkovic,H. S. Sawhney,1,Undirected
D. Steele,D. Petkovic,1,Undirected
P. Yanker,D. T. Lee,1,Undirected
P. Yanker,M. Gorkani,1,Undirected
P. Yanker,W. Niblack,1,Undirected
P. Yanker,J. Ashley,1,Undirected
P. Yanker,J. Hafner,1,Undirected
P. Yanker,H. S. Sawhney,1,Undirected
D. Steele,P. Yanker,1,Undirected
D. T. Lee,M. Gorkani,1,Undirected
D. T. Lee,W. Niblack,1,Undirected
D. T. Lee,J. Ashley,1,Undirected
D. T. Lee,J. Hafner,1,Undirected
H. S. Sawhney,D. T. Lee,1,Undirected
D. Steele,D. T. Lee,1,Undirected
M. Gorkani,W. Niblack,1,Undirected
M. Gorkani,J. Ashley,1,Undirected
M. Gorkani,J. Hafner,1,Undirected
H. S. Sawhney,M. Gorkani,1,Undirected
D. Steele,M. Gorkani,1,Undirected
J. Ashley,W. Niblack,1,Undirected
J. Hafner,W. Niblack,1,Undirected
H. S. Sawhney,W. Niblack,1,Undirected
D. Steele,W. Niblack,1,Undirected
J. Ashley,J. Hafner,1,Undirected
H. S. Sawhney,J. Ashley,1,Undirected
D. Steele,J. Ashley,1,Undirected
H. S. Sawhney,J. Hafner,1,Undirected
D. Steele,J. Hafner,1,Undirected
D. Steele,H. S. Sawhney,1,Undirected
B. E. Flinchbaugh,L. K. Jones,1,Undirected
A. Florian,W. M. Schmidt,1,Undirected
George Nagy,D. Allen,1,Undirected
D. Allen,Caterina Pienovi,1,Undirected
Bianca Falcidieno,D. Allen,1,Undirected
Leila de Floriani,D. Allen,1,Undirected
Enrico Puppo,George Nagy,1,Undirected
Mariette Yvinec,Julia Flototto,1,Undirected
Jorge Urrutia,S. Foldes,2,Undirected
I. Rival,S. Foldes,2,Undirected
J. D. Foley,A. van Dam,3,Undirected
John F. Hughes,Steven K. Feiner,2,Undirected
J. D. Foley,Steven K. Feiner,2,Undirected
Steven K. Feiner,A. van Dam,2,Undirected
J. D. Foley,John F. Hughes,2,Undirected
John F. Hughes,A. van Dam,2,Undirected
Steven K. Feiner,Phillips,1,Undirected
John F. Hughes,Phillips,1,Undirected
J. D. Foley,Phillips,1,Undirected
A. van Dam,Phillips,1,Undirected
Frank Follert,Jurgen Sellen,4,Undirected
Elmar Schomer,Jurgen Sellen,9,Undirected
Frank Follert,Elmar Schomer,4,Undirected
Christian Thiel,Frank Follert,3,Undirected
Christian Thiel,Elmar Schomer,6,Undirected
Christian Thiel,Jurgen Sellen,3,Undirected
Christian Thiel,Michiel H. M. Smid,3,Undirected
Frank Follert,Michiel H. M. Smid,3,Undirected
Elmar Schomer,Michiel H. M. Smid,3,Undirected
Michiel H. M. Smid,Jurgen Sellen,3,Undirected
D. Y.-S. Fong,J.-L. Chu,1,Undirected
D. Fulkerson,L. Ford,1,Undirected
Gerhard J. Woeginger,Michael Formann,3,Undirected
F. Tom Leighton,Michael Formann,3,Undirected
Michael Formann,J. Haralambides,3,Undirected
Michael Formann,Emo Welzl,3,Undirected
Michael Formann,A. Symvonis,3,Undirected
Torben Hagerup,Michael Formann,3,Undirected
Michael Kaufmann,Michael Formann,3,Undirected
F. Tom Leighton,Gerhard J. Woeginger,3,Undirected
Gerhard J. Woeginger,J. Haralambides,3,Undirected
Gerhard J. Woeginger,Emo Welzl,6,Undirected
Gerhard J. Woeginger,A. Symvonis,3,Undirected
Gerhard J. Woeginger,Torben Hagerup,3,Undirected
Michael Kaufmann,Gerhard J. Woeginger,3,Undirected
F. Tom Leighton,J. Haralambides,3,Undirected
F. Tom Leighton,Emo Welzl,3,Undirected
F. Tom Leighton,A. Symvonis,3,Undirected
F. Tom Leighton,Torben Hagerup,3,Undirected
F. Tom Leighton,Michael Kaufmann,3,Undirected
Emo Welzl,J. Haralambides,3,Undirected
J. Haralambides,A. Symvonis,3,Undirected
Torben Hagerup,J. Haralambides,3,Undirected
Michael Kaufmann,J. Haralambides,3,Undirected
Emo Welzl,A. Symvonis,3,Undirected
Torben Hagerup,Emo Welzl,4,Undirected
Michael Kaufmann,Emo Welzl,3,Undirected
Torben Hagerup,A. Symvonis,3,Undirected
Michael Kaufmann,A. Symvonis,3,Undirected
Michael Kaufmann,Torben Hagerup,3,Undirected
Michael Formann,Dorothea Wagner,2,Undirected
Frank Wagner,Dorothea Wagner,9,Undirected
C. B. Moler,G. Forsythe,1,Undirected
S. J. Fortune,Victor J. Milenkovic,1,Undirected
S. J. Fortune,C. J. van Wyk,4,Undirected
Chee-Keng Yap,G. T. Wilfong,1,Undirected
Chee-Keng Yap,S. J. Fortune,1,Undirected
S. J. Fortune,J. E. Hopcroft,1,Undirected
Ulrich Fossmeier,Michael Kaufmann,9,Undirected
Michael Kaufmann,C. Hess,1,Undirected
Ulrich Fossmeier,C. Hess,1,Undirected
Michael Kaufmann,Alexander Z. Zelikovsky,2,Undirected
Ulrich Fossmeier,Alexander Z. Zelikovsky,2,Undirected
S. Fotheringham,P. Rogerson,1,Undirected
J. W. Giffin,P. B. Gibbons,1,Undirected
L. R. Foulds,P. B. Gibbons,1,Undirected
D. E. Penny,L. R. Foulds,1,Undirected
D. E. Penny,M. D. Hendy,1,Undirected
L. R. Foulds,M. D. Hendy,1,Undirected
J. M. Fourneau,A. Germa,1,Undirected
D. Sotteau,A. Germa,1,Undirected
I. Fournier,A. Germa,1,Undirected
J. M. Fourneau,D. Sotteau,1,Undirected
J. M. Fourneau,I. Fournier,1,Undirected
D. Sotteau,I. Fournier,1,Undirected
Alain Fournier,D. S. Fussell,1,Undirected
L. C. Carpenter,D. S. Fussell,1,Undirected
Alain Fournier,L. C. Carpenter,1,Undirected
Alain Fournier,Z. M. Kedem,1,Undirected
Alain Fournier,D. Y. Montuno,3,Undirected
Alain Fournier,M. A. Wesley,1,Undirected
J. Mark Keil,D. R. Fowler,1,Undirected
Tomaz Pisanski,J. Shawe-Taylor,1,Undirected
P. W. Fowler,J. Shawe-Taylor,1,Undirected
Tomaz Pisanski,P. W. Fowler,1,Undirected
R. J. Fowler,J. J. Little,2,Undirected
Mike S. Paterson,S. L. Tanimoto,1,Undirected
R. J. Fowler,S. L. Tanimoto,1,Undirected
Mike S. Paterson,R. J. Fowler,1,Undirected
Carlo Gaibisso,Paolo Giulio Franciosa,4,Undirected
G. Gambosi,Paolo Giulio Franciosa,1,Undirected
Maurizio Talamo,Carlo Gaibisso,4,Undirected
Maurizio Talamo,G. Gambosi,2,Undirected
Carlo Gaibisso,G. Gambosi,1,Undirected
R. L. Francis,J. A. White,1,Undirected
L. J. H. Pannan,R. S. Francis,1,Undirected
Andrew U. Frank,Peter Haunold,1,Undirected
Andrew U. Frank,Werner Kuhn,3,Undirected
Gabriel Kuper,Andrew U. Frank,1,Undirected
Peter Haunold,Werner Kuhn,1,Undirected
Gabriel Kuper,Peter Haunold,1,Undirected
Gabriel Kuper,Werner Kuhn,1,Undirected
G. M. Nielson,R. Franke,2,Undirected
H. Maehara,P. Frankl,3,Undirected
P. Frankl,V. Rodl,1,Undirected
W. Randolph Franklin,Colin Verrilli,1,Undirected
Varol Akman,Colin Verrilli,1,Undirected
Narayanaswami Chandrasekhar,Mohan S. Kankanhalli,2,Undirected
Peter Yick Fai Wu,Mohan S. Kankanhalli,2,Undirected
Varol Akman,Narayanaswami Chandrasekhar,2,Undirected
Varol Akman,Peter Yick Fai Wu,1,Undirected
W. Randolph Franklin,Narayanaswami Chandrasekhar,2,Undirected
Narayanaswami Chandrasekhar,Peter Yick Fai Wu,1,Undirected
W. Randolph Franklin,Peter Yick Fai Wu,7,Undirected
Mohan S. Kankanhalli,Manoj Seshan,1,Undirected
Varol Akman,Manoj Seshan,1,Undirected
Narayanaswami Chandrasekhar,Manoj Seshan,1,Undirected
W. Randolph Franklin,Manoj Seshan,1,Undirected
Harry R. Lewis,W. Randolph Franklin,1,Undirected
Meng-Chu Zhou,Chandrasekhar Narayanaswami,1,Undirected
David Sun,Chandrasekhar Narayanaswami,2,Undirected
Peter Yick Fai Wu,Chandrasekhar Narayanaswami,1,Undirected
Meng-Chu Zhou,David Sun,1,Undirected
Meng-Chu Zhou,W. Randolph Franklin,1,Undirected
Meng-Chu Zhou,Peter Yick Fai Wu,1,Undirected
Meng-Chu Zhou,Mohan S. Kankanhalli,1,Undirected
W. Randolph Franklin,David Sun,2,Undirected
Peter Yick Fai Wu,David Sun,1,Undirected
David Sun,Mohan S. Kankanhalli,2,Undirected
Sumitro Samaddar,Margaret Nichols,3,Undirected
W. Randolph Franklin,Margaret Nichols,3,Undirected
Peter Yick Fai Wu,Margaret Nichols,3,Undirected
Sumitro Samaddar,W. Randolph Franklin,3,Undirected
Sumitro Samaddar,Peter Yick Fai Wu,3,Undirected
W. Randolph Franklin,C. K. Ray,1,Undirected
W. Randolph Franklin,Venkateshkumar Sivaswami,2,Undirected
Venkateshkumar Sivaswami,Chandrasekhar Narayanaswami,1,Undirected
Venkateshkumar Sivaswami,David Sun,1,Undirected
Venkateshkumar Sivaswami,Mohan S. Kankanhalli,1,Undirected
D. J. Kleitman,D. Franzblau,2,Undirected
H. de Fraysseix,P. Kuntz,1,Undirected
P. O. de Mendez,H. de Fraysseix,5,Undirected
P. Rosenstiehl,H. de Fraysseix,5,Undirected
P. O. de Mendez,P. Rosenstiehl,3,Undirected
H. de Fraysseix,Janos Pach,2,Undirected
H. de Fraysseix,Richard Pollack,2,Undirected
W. D. Frazer,A. C. McKellar,1,Undirected
K. Fan,M. Frechet,1,Undirected
F. W. Edge,Y.-C. Wong,1,Undirected
Y.-C. Wong,C. O. Frederick,1,Undirected
F. W. Edge,C. O. Frederick,1,Undirected
H. Fredericksen,J. Maiorana,1,Undirected
Greg N. Frederickson,D. J. Guan,2,Undirected
Greg N. Frederickson,Susanne E. Hambrusch,1,Undirected
Greg N. Frederickson,D. B. Johnson,3,Undirected
Greg N. Frederickson,S. Rodger,2,Undirected
M. A. Srinivas,Greg N. Frederickson,2,Undirected
H. N. Frederickson,D. J. Guan,1,Undirected
H. N. Frederickson,M. S. Hecht,2,Undirected
C. E. Kim,M. S. Hecht,2,Undirected
H. N. Frederickson,C. E. Kim,2,Undirected
Ravi Janardan,F. N. Fredickson,1,Undirected
F. W. Fredman,D. E. Willard,2,Undirected
E. Szemeredi,M. L. Fredman,2,Undirected
J. Komlos,M. L. Fredman,2,Undirected
Robert E. Tarjan,M. L. Fredman,2,Undirected
D. J. Volper,M. L. Fredman,2,Undirected
M. L. Fredman,B. W. Weide,1,Undirected
D. E. Willard,M. L. Fredman,1,Undirected
P. P. Loutrel,H. Freeman,1,Undirected
S. P. Morse,H. Freeman,1,Undirected
R. Shapira,H. Freeman,2,Undirected
R. Freimer,Joseph S. B. Mitchell,3,Undirected
Kathleen R. Romanik,R. Freimer,1,Undirected
R. Freimer,Christine D. Piatko,3,Undirected
R. Freimer,Samir Khuller,1,Undirected
R. Freimer,Diane L. Souvaine,1,Undirected
Kathleen R. Romanik,Christine D. Piatko,1,Undirected
Kathleen R. Romanik,Samir Khuller,1,Undirected
Christine D. Piatko,Samir Khuller,1,Undirected
Diane L. Souvaine,Christine D. Piatko,1,Undirected
Diane L. Souvaine,Samir Khuller,1,Undirected
Mark Jones,Lori Freitag,1,Undirected
Paul Plassmann,Lori Freitag,1,Undirected
Mark Jones,Paul Plassmann,1,Undirected
Carl Ollivier-Gooch,Lori Freitag,1,Undirected
M. Gautherie,Pascal J. Frey,1,Undirected
Pascal J. Frey,B. Sarter,1,Undirected
M. Gautherie,B. Sarter,1,Undirected
D. Field,William H. Frey,1,Undirected
C. Keskin,Arne Frick,1,Undirected
V. Vogelmann,Arne Frick,1,Undirected
C. Keskin,V. Vogelmann,1,Undirected
H. Mehldau,A. Ludwig,1,Undirected
Arne Frick,A. Ludwig,1,Undirected
H. Mehldau,Arne Frick,1,Undirected
Peter Widmayer,J. Friedel,1,Undirected
M. R. Stytz,O. Frieder,1,Undirected
J. H. Friedman,Jack Scott Snoeyink,4,Undirected
J. H. Friedman,John E. Hershberger,4,Undirected
J. H. Friedman,F. Baskett,1,Undirected
L. J. Shustek,F. Baskett,1,Undirected
J. H. Friedman,L. J. Shustek,1,Undirected
J. H. Friedman,R. A. Finkel,1,Undirected
O. Fries,Kurt Mehlhorn,2,Undirected
Stefan Naher,O. Fries,2,Undirected
Athanasios Tsakalidis,Kurt Mehlhorn,2,Undirected
Stefan Naher,Athanasios Tsakalidis,1,Undirected
O. Fries,Athanasios Tsakalidis,1,Undirected
Alan M. Frieze,B. Reed,1,Undirected
C. J. H. McDiarmid,B. Reed,1,Undirected
Alan M. Frieze,Shang-Hua Teng,1,Undirected
Shang-Hua Teng,G. Miller,1,Undirected
Alan M. Frieze,G. Miller,1,Undirected
J. C. Trinkle,R. P. Paul,1,Undirected
R. A. Piccinini,R. Fritsch,1,Undirected
M. Frohlich,M. Werner,1,Undirected
M. Soria,C. Froidevaux,1,Undirected
M. C. Gaudel,C. Froidevaux,1,Undirected
M. C. Gaudel,M. Soria,1,Undirected
C. V. Thompson,H. J. Frost,2,Undirected
Edward M. Reingold,T. Fruchterman,1,Undirected
B. Fruhwirth,Rainer E. Burkard,1,Undirected
B. Fruhwirth,Gunter Rote,1,Undirected
R. C. T. Lee,Jyh-Jong Fu,3,Undirected
L.-C. Fu,D.-Y. Liu,1,Undirected
G. D. Abrams,E. D. Grant,1,Undirected
H. Fuchs,E. D. Grant,1,Undirected
G. D. Abrams,H. Fuchs,1,Undirected
Z. M. Kedem,H. Fuchs,2,Undirected
Bruce F. Naylor,H. Fuchs,1,Undirected
Bruce F. Naylor,Z. M. Kedem,1,Undirected
S. P. Uselton,H. Fuchs,1,Undirected
S. P. Uselton,Z. M. Kedem,1,Undirected
J. Goldfeather,L. Israel,1,Undirected
B. Tebbs,L. Israel,1,Undirected
D. Ellsworth,L. Israel,1,Undirected
G. Turk,L. Israel,1,Undirected
S. Molnar,L. Israel,1,Undirected
J. Eyles,L. Israel,1,Undirected
H. Fuchs,L. Israel,1,Undirected
J. Poulton,L. Israel,1,Undirected
T. Greer,L. Israel,1,Undirected
J. Goldfeather,B. Tebbs,1,Undirected
J. Goldfeather,D. Ellsworth,1,Undirected
J. Goldfeather,G. Turk,2,Undirected
J. Goldfeather,S. Molnar,2,Undirected
J. Goldfeather,J. Eyles,1,Undirected
J. Goldfeather,H. Fuchs,2,Undirected
J. Poulton,J. Goldfeather,1,Undirected
J. Goldfeather,T. Greer,1,Undirected
B. Tebbs,D. Ellsworth,1,Undirected
B. Tebbs,G. Turk,1,Undirected
B. Tebbs,S. Molnar,1,Undirected
B. Tebbs,J. Eyles,1,Undirected
B. Tebbs,H. Fuchs,1,Undirected
J. Poulton,B. Tebbs,1,Undirected
B. Tebbs,T. Greer,1,Undirected
D. Ellsworth,G. Turk,1,Undirected
D. Ellsworth,S. Molnar,1,Undirected
D. Ellsworth,J. Eyles,1,Undirected
D. Ellsworth,H. Fuchs,1,Undirected
J. Poulton,D. Ellsworth,1,Undirected
D. Ellsworth,T. Greer,1,Undirected
G. Turk,S. Molnar,2,Undirected
G. Turk,J. Eyles,1,Undirected
G. Turk,H. Fuchs,2,Undirected
J. Poulton,G. Turk,1,Undirected
T. Greer,G. Turk,1,Undirected
S. Molnar,J. Eyles,1,Undirected
S. Molnar,H. Fuchs,2,Undirected
J. Poulton,S. Molnar,1,Undirected
T. Greer,S. Molnar,1,Undirected
J. Eyles,H. Fuchs,1,Undirected
J. Poulton,J. Eyles,1,Undirected
T. Greer,J. Eyles,1,Undirected
J. Poulton,H. Fuchs,1,Undirected
T. Greer,H. Fuchs,1,Undirected
J. Poulton,T. Greer,1,Undirected
T. L. Kunii,K. Fujimura,4,Undirected
K. Fujimura,Hanan Samet,10,Undirected
T. L. Kunii,H. Toriya,2,Undirected
K. Tamaguchi,H. Toriya,1,Undirected
K. Fujimura,H. Toriya,2,Undirected
T. L. Kunii,K. Tamaguchi,1,Undirected
K. Fujimura,K. Tamaguchi,1,Undirected
T. L. Kunii,K. Yamaguchi,3,Undirected
K. Fujimura,K. Yamaguchi,2,Undirected
H. Toriya,K. Yamaguchi,1,Undirected
H. Fujiware,K. Nakagawa,1,Undirected
Hidetosi Fukagawa,Dan Pedoe,1,Undirected
J. Suhara,J. Fukuda,2,Undirected
Th. M. Liebling,K. Fukuda,2,Undirected
Th. M. Liebling,F. Margot,2,Undirected
F. Margot,K. Fukuda,1,Undirected
Th. M. Liebling,C. Lutolf,1,Undirected
C. Lutolf,K. Fukuda,1,Undirected
T. Matsui,K. Fukuda,1,Undirected
V. Rosta,K. Fukuda,1,Undirected
K. Fukuda,A. Tamura,4,Undirected
S. Saito,A. Tamura,4,Undirected
K. Fukuda,S. Saito,4,Undirected
Takeshi Tokuyama,A. Tamura,2,Undirected
Takeshi Tokuyama,K. Fukuda,2,Undirected
Takeshi Tokuyama,S. Saito,2,Undirected
P. M. Narendra,K. Fukunaga,2,Undirected
T. M. Nicholl,K. Y. Fung,2,Undirected
Robert E. Tarjan,K. Y. Fung,2,Undirected
C. J. van Wyk,K. Y. Fung,2,Undirected
Robert E. Tarjan,T. M. Nicholl,2,Undirected
C. J. van Wyk,T. M. Nicholl,2,Undirected
Stefan Funke,Kurt Mehlhorn,1,Undirected
Thomas A. Funkhouser,C. H. Sequin,1,Undirected
Seth J. Teller,Thomas A. Funkhouser,1,Undirected
Seth J. Teller,C. H. Sequin,2,Undirected
Z. Furedi,P. Hajnal,2,Undirected
Ming-Yang Kao,B. Raghavachari,2,Undirected
B. Raghavachari,Xin He,2,Undirected
M. Furer,B. Raghavachari,3,Undirected
Ming-Yang Kao,Xin He,4,Undirected
Ming-Yang Kao,M. Furer,2,Undirected
M. Furer,Xin He,2,Undirected
M. Furst,J. E. Hopcroft,1,Undirected
E. Luks,J. E. Hopcroft,1,Undirected
M. Furst,E. Luks,1,Undirected
